file,isin,fund_name,amc,category,fund_category,years_of_prediction,rmse,rmse_percent,cagr,sip_cagr,annualized_volatility,risk_band
NipponIndiaTaiwanEquityIDCWReinvestDirectPlan_INF204KC1329.xlsx,INF204KC1329,Nippon India Taiwan Equity IDCW Reinvest Direct Plan,NipponIndiaMutualFund_MF,Equity,Fund of Funds,2.99,0.8979,9.28,24.48,28.19,32.09,High
NipponIndiaUltraShortDurationGrowthDirectPlan_INF204K01YH3.xlsx,INF204K01YH3,Nippon India Ultra Short Duration Growth Direct Plan,NipponIndiaMutualFund_MF,Debt - Bonds,Ultra Short Duration Fund,6.58,89.5213,2.52,7.65,7.93,2.33,Low
NipponIndiaUltraShortDurationMonthlyIDCWPayoutDirectPlan_INF204K01YI1.xlsx,INF204K01YI1,Nippon India Ultra Short Duration Monthly IDCW Payout Direct Plan,NipponIndiaMutualFund_MF,Debt - Bonds,Ultra Short Duration Fund,6.58,3.4655,0.34,0.15,0.26,3.15,Low
NipponIndiaSmallCapGrowthDirectPlan_INF204K01K15.xlsx,INF204K01K15,Nippon India Small Cap Growth Direct Plan,NipponIndiaMutualFund_MF,Equity,Small Cap Fund,11.98,16.4532,24.59,31.03,24.75,17.74,Medium
NipponIndiaMoneyMarketGrowthDirectPlan_INF204K01ZP3.xlsx,INF204K01ZP3,Nippon India Money Market Growth Direct Plan,NipponIndiaMutualFund_MF,Debt - Bonds,Money Market Fund,12.07,117.3759,4.16,7.63,7.98,0.4,Low
NipponIndiaQuantIDCWReinvestDirectPlan_INF204K01J26.xlsx,INF204K01J26,Nippon India Quant IDCW Reinvest Direct Plan,NipponIndiaMutualFund_MF,Equity,Sectoral/Thematic,11.98,4.1947,20.9,26.54,22.51,18.24,Medium
NipponIndiaNiftySmallcap250IndexIDCWPayoutDirectPlan_INF204KB16W8.xlsx,INF204KB16W8,Nippon India Nifty Smallcap 250 Index IDCW Payout Direct Plan,NipponIndiaMutualFund_MF,Equity,Index Funds,4.17,2.9012,12.09,28.71,24.22,18.79,Medium
NipponIndiaNiftyNext50JuniorBeesFoFGrowthDirectPlan_INF204KB1X25.xlsx,INF204KB1X25,Nippon India Nifty Next 50 Junior Bees FoF Growth Direct Plan,NipponIndiaMutualFund_MF,Equity,Large Cap Fund,5.77,2.662,16.19,23.07,20.36,18.06,Medium
NipponIndiaOvernightMonthlyIDCWReinvestDirectPlan_INF204KB1R72.xlsx,INF204KB1R72,Nippon India Overnight Monthly IDCW Reinvest Direct Plan,NipponIndiaMutualFund_MF,Debt - Bonds,Overnight Fund,6.1,0.0377,0.04,-0.12,-0.06,1.29,Low
ParagParikhELSSTaxSaverGrowthDirectPlan_INF879O01100.xlsx,INF879O01100,Parag Parikh ELSS Tax Saver Growth Direct Plan,PPFAS_MF,ELSS,ELSS,5.39,3.3117,15.47,23.85,21.74,14.46,Low
NipponIndiaNiveshLakshyaGrowthDirectPlan_INF204KB1YQ1.xlsx,INF204KB1YQ1,Nippon India Nivesh Lakshya Growth Direct Plan,NipponIndiaMutualFund_MF,Debt - Bonds,Long Duration Fund,6.44,1.0058,6.92,9.75,9.09,4.69,Low
PGIMIndiaEquitySavingAnnualIDCWPayoutDirectPlan_INF223J01QA6.xlsx,INF223J01QA6,PGIM India Equity Saving Annual IDCW Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,Equity,Equity Savings,7.72,0.3597,2.33,1.42,0.4,8.89,Low
PGIMIndiaSmallCapIDCWReinvestDirectPlan_INF663L01W22.xlsx,INF663L01W22,PGIM India Small Cap IDCW Reinvest Direct Plan,PGIMINDIAMUTUALFUND_MF,Equity,Small Cap Fund,3.39,0.9417,7.4,14.6,10.32,16.78,Medium
QuantAbsoluteGrowthDirectPlan_INF966L01556.xlsx,INF966L01556,Quant Absolute Growth Direct Plan,QUANTMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,11.98,45.1297,22.58,19.06,15.75,13.24,Low
QuantumMultiAssetFoFGrowthDirectPlan_INF082J01168.xlsx,INF082J01168,Quantum Multi Asset FoF Growth Direct Plan,QUANTUMMUTUALFUND_MF,Debt - Bonds,Fund of Funds,12.44,3.3191,16.93,14.32,14.4,5.68,Low
QuantSmallCapIDCWReinvestDirectPlan_INF966L01671.xlsx,INF966L01671,Quant Small Cap IDCW Reinvest Direct Plan,QUANTMUTUALFUND_MF,Equity,Small Cap Fund,11.98,17.8872,23.05,32.67,24.42,63.96,High
QuantQuantamentalIDCWReinvestDirectPlan_INF966L01AM5.xlsx,INF966L01AM5,Quant Quantamental IDCW Reinvest Direct Plan,QUANTMUTUALFUND_MF,Equity,Sectoral/Thematic,3.65,2.5307,13.96,30.27,21.84,18.47,Medium
QuantLargeMidCapGrowthDirectPlan_INF966L01648.xlsx,INF966L01648,Quant Large & Mid Cap Growth Direct Plan,QUANTMUTUALFUND_MF,Equity,Large & Mid Cap fund,11.98,13.498,25.62,25.63,20.13,29.1,High
QuantLiquidGrowthDirectPlan_INF966L01820.xlsx,INF966L01820,Quant Liquid Growth Direct Plan,QUANTMUTUALFUND_MF,Debt - Bonds,Liquid Fund,12.07,0.7994,2.73,6.93,7.14,0.26,Low
SBIBalancedAdvantageIDCWPayoutDirectPlan_INF200KA1Y99.xlsx,INF200KA1Y99,SBI Balanced Advantage IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,3.29,1.0388,8.06,17.15,15.77,6.11,Low
QuantValueIDCWReinvestDirectPlan_INF966L01AP8.xlsx,INF966L01AP8,Quant Value IDCW Reinvest Direct Plan,QUANTMUTUALFUND_MF,Equity,Value Fund,3.06,1.689,11.06,31.07,23.72,18.95,Medium
QuantumEquityFoFIDCWReinvestDirectPlan_INF082J01119.xlsx,INF082J01119,Quantum Equity FoF IDCW Reinvest Direct Plan,QUANTUMMUTUALFUND_MF,Debt - Bonds,Fund of Funds,15.41,7.8976,22.68,21.24,18.94,14.92,Low
SBIBankingPSUMonthlyIDCWPayoutDirectPlan_INF200K01V57.xlsx,INF200K01V57,SBI Banking & PSU Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Banking and PSU Fund,10.34,45.85,4.05,5.01,4.68,2.71,Low
PGIMIndiaGlobalEquityOpportunitiesFoFGrowthDirectPlan_INF223J01NF2.xlsx,INF223J01NF2,PGIM India Global Equity Opportunities FoF Growth Direct Plan,PGIMINDIAMUTUALFUND_MF,Equity,Fund of Funds,8.78,4.5224,15.56,20.57,19.02,20.82,Medium
QuantLargeMidCapIDCWReinvestDirectPlan_INF966L01630.xlsx,INF966L01630,Quant Large & Mid Cap IDCW Reinvest Direct Plan,QUANTMUTUALFUND_MF,Equity,Large & Mid Cap fund,11.98,6.4052,24.68,25.58,20.1,46.6,High
QuantMultiAssetGrowthDirectPlan_INF966L01580.xlsx,INF966L01580,Quant Multi Asset Growth Direct Plan,QUANTMUTUALFUND_MF,Debt - Bonds,Multi Asset Allocation,11.98,12.3742,21.11,25.89,22.99,29.18,High
QuantMultiAssetIDCWPayoutDirectPlan_INF966L01564.xlsx,INF966L01564,Quant Multi Asset IDCW Payout Direct Plan,QUANTMUTUALFUND_MF,Debt - Bonds,Multi Asset Allocation,11.98,11.4262,21.18,25.88,22.99,11.38,Low
PGIMIndiaLiquidWeeklyIDCWPayoutDirectPlan_INF223J01NV9.xlsx,INF223J01NV9,PGIM India Liquid Weekly IDCW Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,Debt - Bonds,Liquid Fund,8.88,0.0156,0.02,0.02,0.01,0.66,Low
QuantumDynamicBondMonthlyIDCWReinvestDirectPlan_INF082J01192.xlsx,INF082J01192,Quantum Dynamic Bond Monthly IDCW Reinvest Direct Plan,QUANTUMMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,9.59,0.0955,0.93,1.19,1.11,3.71,Low
PGIMIndiaLiquidMonthlyIDCWReinvestDirectPlan_INF223J01NU1.xlsx,INF223J01NU1,PGIM India Liquid Monthly IDCW Reinvest Direct Plan,PGIMINDIAMUTUALFUND_MF,Debt - Bonds,Liquid Fund,8.88,1.2229,1.12,2.63,2.11,1.21,Low
QuantInfrastructureIDCWReinvestDirectPlan_INF966L01713.xlsx,INF966L01713,Quant Infrastructure IDCW Reinvest Direct Plan,QUANTMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,3.9991,25.99,27.56,20.78,20.4,Medium
EdelweissFlexiCapIDCWReinvestDirectPlan_INF843K01KM7.xlsx,INF843K01KM7,Edelweiss Flexi Cap IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Flexi Cap Fund,8.07,3.3897,16.95,25.11,21.91,16.81,Medium
DSPCorporateBondGrowthDirectPlan_INF740KA1KE8.xlsx,INF740KA1KE8,DSP Corporate Bond Growth Direct Plan,DSP_MF,Debt - Bonds,Corporate Bond Fund,6.27,0.5392,4.04,7.83,8.19,1.75,Low
DSPNaturalResourcesNewEnergyGrowthDirectPlan_INF740K01QA7.xlsx,INF740K01QA7,DSP Natural Resources & New Energy Growth Direct Plan,DSP_MF,Equity,Sectoral/Thematic,11.96,9.3953,22.04,25.28,18.69,20.4,Medium
DSPLowDurationGrowthDirectPlan_INF740K013Q1.xlsx,INF740K013Q1,DSP Low Duration Growth Direct Plan,DSP_MF,Debt - Bonds,Low Duration Fund,9.78,0.8463,5.6,7.42,7.83,0.99,Low
DSPLiquidityGrowthDirectPlan_INF740K01QL4.xlsx,INF740K01QL4,DSP Liquidity Growth Direct Plan,DSP_MF,Debt - Bonds,Liquid Fund,12.07,53.9563,1.99,7.04,7.25,0.18,Low
EdelweissEquitySavingMonthlyIDCWReinvestDirectPlan_INF754K01IO6.xlsx,INF754K01IO6,Edelweiss Equity Saving Monthly IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Equity Savings,7.12,0.7711,5.53,5.99,5.68,5.51,Low
EdelweissLiquidAnnualIDCWPayoutDirectPlan_INF754K01GX1.xlsx,INF754K01GX1,Edelweiss Liquid Annual IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Liquid Fund,6.49,40.8662,1.45,7.09,7.29,0.15,Low
EdelweissGreaterChinaEquityOffShoreGrowthDirectPlan_INF843K01AU1.xlsx,INF843K01AU1,Edelweiss Greater China Equity Off Shore Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Fund of Funds,8.03,5.5482,14.26,2.77,12.14,23.07,Medium
DSPWorldGoldFoFGrowthDirectPlan_INF740K01OZ9.xlsx,INF740K01OZ9,DSP World Gold FoF Growth Direct Plan,DSP_MF,Equity,Fund of Funds,11.94,2.3377,15.31,26.89,38.46,31.89,High
DSPWorldMiningIDCWPayoutDirectPlan_INF740K01PG6.xlsx,INF740K01PG6,DSP World Mining IDCW Payout Direct Plan,DSP_MF,Equity,Fund of Funds,11.94,1.8076,16.26,5.35,3.21,26.29,High
DSPLiquidityIDCWWeeklyPayoutDirectPlan_INF740KA1OC4.xlsx,INF740KA1OC4,DSP Liquidity IDCW Weekly Payout Direct Plan,DSP_MF,Debt - Bonds,Liquid Fund,12.07,0.1665,0.02,-0.0,-0.02,0.77,Low
DSPELSSTaxSaverIDCWPayoutDirectPlan_INF740K01OL9.xlsx,INF740K01OL9,DSP ELSS Tax Saver IDCW Payout Direct Plan,DSP_MF,ELSS,ELSS,11.98,9.3849,21.82,22.03,19.85,16.19,Medium
DSPLargeCapIDCWPayoutDirectPlan_INF740K01PS1.xlsx,INF740K01PS1,DSP Large Cap IDCW Payout Direct Plan,DSP_MF,Equity,Large Cap Fund,11.98,2.2658,9.55,14.0,10.58,19.43,Medium
DSPRegularSavingIDCWQuarterlyPayoutDirectPlan_INF740K01NQ0.xlsx,INF740K01NQ0,DSP Regular Saving IDCW Quarterly Payout Direct Plan,DSP_MF,Equity,Conservative Hybrid Fund,11.96,0.4877,3.7,4.38,5.06,5.68,Low
DSPHealthcareGrowthDirectPlan_INF740KA1LG1.xlsx,INF740KA1LG1,DSP Healthcare Growth Direct Plan,DSP_MF,Equity,Sectoral/Thematic,6.05,4.0188,16.21,26.96,24.07,15.13,Medium
EdelweissAseanEquityOffShoreGrowthDirectPlan_INF843K01AW7.xlsx,INF843K01AW7,Edelweiss Asean Equity Off Shore Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Fund of Funds,8.05,2.3247,9.53,9.85,10.05,14.59,Low
DSPFloaterIDCWPayoutDirectPlan_INF740KA1PW9.xlsx,INF740KA1PW9,DSP Floater IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Floater Fund,3.74,0.2475,2.15,8.52,9.17,0.96,Low
EdelweissArbitrageMonthlyIDCWReinvestDirectPlan_INF754K01HX9.xlsx,INF754K01HX9,Edelweiss Arbitrage Monthly IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Arbitrage Fund,7.48,0.3178,2.3,7.63,7.91,1.9,Low
DSPGlobalCleanEnergyFoFIDCWPayoutDirectPlan_INF740K01PD3.xlsx,INF740K01PD3,DSP Global Clean Energy FoF IDCW Payout Direct Plan,DSP_MF,Equity,Fund of Funds,11.94,1.243,9.62,4.32,1.33,22.22,Medium
EdelweissEquitySavingIDCWPayoutDirectPlan_INF843K01KE4.xlsx,INF843K01KE4,Edelweiss Equity Saving IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Equity Savings,8.07,1.6134,11.52,13.25,12.6,5.5,Low
DSPCorporateBondIDCWMonthlyPayoutDirectPlan_INF740KA1KH1.xlsx,INF740KA1KH1,DSP Corporate Bond IDCW Monthly Payout Direct Plan,DSP_MF,Debt - Bonds,Corporate Bond Fund,6.27,0.0352,0.34,1.37,0.97,2.93,Low
EdelweissELSSTaxSaverIDCWPayoutDirectPlan_INF754K01BX2.xlsx,INF754K01BX2,Edelweiss ELSS Tax Saver IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,ELSS,ELSS,11.92,4.1989,17.5,20.34,18.66,16.31,Medium
EdelweissELSSTaxSaverIDCWReinvestDirectPlan_INF754K01BY0.xlsx,INF754K01BY0,Edelweiss ELSS Tax Saver IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,ELSS,ELSS,11.92,4.1989,17.5,20.34,18.66,16.31,Medium
DSPIndiaT.i.g.e.r.GrowthDirectPlan_INF740K01PU7.xlsx,INF740K01PU7,DSP India T.i.g.e.r. Growth Direct Plan,DSP_MF,Equity,Sectoral/Thematic,11.98,27.7019,21.45,34.4,27.72,18.59,Medium
DSPLowDurationDailyIDCWReinvestDirectPlan_INF740KA1OL5.xlsx,INF740KA1OL5,DSP Low Duration Daily IDCW Reinvest Direct Plan,DSP_MF,Debt - Bonds,Low Duration Fund,9.78,0.0227,0.23,0.0,0.0,0.79,Low
DSPCorporateBondIDCWPayoutDirectPlan_INF740KA1KF5.xlsx,INF740KA1KF5,DSP Corporate Bond IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Corporate Bond Fund,6.27,0.1249,1.09,1.99,0.56,6.09,Low
EdelweissBalancedAdvantageQuarterlyIDCWReinvestDirectPlan_INF754K01BQ6.xlsx,INF754K01BQ6,Edelweiss Balanced Advantage Quarterly IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,11.9,2.8651,15.93,12.4,9.45,9.42,Low
EdelweissBankingPSUDebtMonthlyIDCWReinvestDirectPlan_INF843K01FH7.xlsx,INF843K01FH7,Edelweiss Banking & PSU Debt Monthly IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,8.05,0.2481,2.27,-0.16,-0.2,5.17,Low
DSPLowDurationIDCWMonthlyPayoutDirectPlan_INF740K014Q9.xlsx,INF740K014Q9,DSP Low Duration IDCW Monthly Payout Direct Plan,DSP_MF,Debt - Bonds,Low Duration Fund,9.78,0.1206,1.05,0.65,0.88,2.17,Low
DSPBondGrowthDirectPlan_INF740K01MZ3.xlsx,INF740K01MZ3,DSP Bond Growth Direct Plan,DSP_MF,Debt - Bonds,Medium Duration Fund,11.96,7.8151,12.99,8.24,8.81,2.94,Low
DSPUltraShortIDCWPayoutDirectPlan_INF740K01OQ8.xlsx,INF740K01OQ8,DSP Ultra Short IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Ultra Short Duration Fund,11.96,13.1078,1.2,1.03,1.43,5.71,Low
DSPNaturalResourcesNewEnergyIDCWPayoutDirectPlan_INF740K01QB5.xlsx,INF740K01QB5,DSP Natural Resources & New Energy IDCW Payout Direct Plan,DSP_MF,Equity,Sectoral/Thematic,11.96,3.8752,18.66,15.39,7.89,21.99,Medium
DSPLowDurationIDCWQuarterlyPayoutDirectPlan_INF740K016Q4.xlsx,INF740K016Q4,DSP Low Duration IDCW Quarterly Payout Direct Plan,DSP_MF,Debt - Bonds,Low Duration Fund,9.78,0.1684,1.6,1.19,1.59,3.8,Low
DSPBondIDCWMonthlyPayoutDirectPlan_INF740K01NA4.xlsx,INF740K01NA4,DSP Bond IDCW Monthly Payout Direct Plan,DSP_MF,Debt - Bonds,Medium Duration Fund,11.96,0.0774,0.7,0.77,0.63,4.14,Low
EdelweissGovernmentSecuritiesGrowthDirectPlan_INF843K01GS2.xlsx,INF843K01GS2,Edelweiss Government Securities Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Gilt Fund,8.05,2.1115,10.81,8.37,8.51,3.08,Low
DSPLargeMidCapGrowthDirectPlan_INF740K01PL6.xlsx,INF740K01PL6,DSP Large & Mid Cap Growth Direct Plan,DSP_MF,Equity,Large & Mid Cap fund,11.98,64.6569,22.27,26.67,23.59,16.25,Medium
DSPUltraShortGrowthDirectPlan_INF740K01ON5.xlsx,INF740K01ON5,DSP Ultra Short Growth Direct Plan,DSP_MF,Debt - Bonds,Ultra Short Duration Fund,11.96,119.1138,4.6,7.46,7.83,0.61,Low
DSPCreditRiskIDCWQuarterlyPayoutDirectPlan_INF740K01OX4.xlsx,INF740K01OX4,DSP Credit Risk IDCW Quarterly Payout Direct Plan,DSP_MF,Debt - Bonds,Credit Risk Fund,11.96,0.1977,1.83,0.58,3.19,6.99,Low
DSPSavingIDCWPayoutDirectPlan_INF740K01NV0.xlsx,INF740K01NV0,DSP Saving IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Money Market Fund,11.96,0.1721,1.43,0.97,0.83,4.36,Low
DSPUSFlexibleEquityFoFIDCWPayoutDirectPlan_INF740K01OI5.xlsx,INF740K01OI5,DSP US Flexible Equity FoF IDCW Payout Direct Plan,DSP_MF,Equity,Fund of Funds,11.94,5.8482,19.45,14.71,14.14,16.99,Medium
DSPEquitySavingIDCWQuarterlyPayoutDirectPlan_INF740KA1553.xlsx,INF740KA1553,DSP Equity Saving IDCW Quarterly Payout Direct Plan,DSP_MF,Equity,Equity Savings,8.73,1.4374,10.44,6.97,7.15,6.32,Low
DSPGiltIDCWMonthlyPayoutDirectPlan_INF740K01NE6.xlsx,INF740K01NE6,DSP Gilt IDCW Monthly Payout Direct Plan,DSP_MF,Debt - Bonds,Gilt Fund,11.96,0.1257,1.18,-0.24,-0.7,5.34,Low
EdelweissFlexiCapGrowthDirectPlan_INF843K01KK1.xlsx,INF843K01KK1,Edelweiss Flexi Cap Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Flexi Cap Fund,8.07,4.2576,18.26,25.11,21.91,16.42,Medium
DSPFloaterGrowthDirectPlan_INF740KA1PV1.xlsx,INF740KA1PV1,DSP Floater Growth Direct Plan,DSP_MF,Debt - Bonds,Floater Fund,3.74,0.2475,2.15,8.52,9.17,0.96,Low
DSPDynamicAssetAllocationGrowthDirectPlan_INF740K01K81.xlsx,INF740K01K81,DSP Dynamic Asset Allocation Growth Direct Plan,DSP_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,10.84,3.1387,16.93,14.98,14.33,7.23,Low
DSPGlobalInnovationFoFGrowthDirectPlan_INF740KA1QP1.xlsx,INF740KA1QP1,DSP Global Innovation FoF Growth Direct Plan,DSP_MF,Equity,Fund of Funds,2.8,1.1853,9.69,25.21,26.38,19.91,Medium
DSPOvernightGrowthDirectPlan_INF740KA1MC8.xlsx,INF740KA1MC8,DSP Overnight Growth Direct Plan,DSP_MF,Debt - Bonds,Overnight Fund,6.05,10.2928,0.87,6.45,6.52,0.12,Low
EdelweissLargeMidCapGrowthDirectPlan_INF843K01AL0.xlsx,INF843K01AL0,Edelweiss Large & Mid Cap Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Large & Mid Cap fund,8.07,9.189,17.13,24.9,21.7,16.26,Medium
DSPCreditRiskDailyIDCWReinvestDirectPlan_INF740KA1NX2.xlsx,INF740KA1NX2,DSP Credit Risk Daily IDCW Reinvest Direct Plan,DSP_MF,Debt - Bonds,Credit Risk Fund,11.96,0.0563,0.55,2.93,4.88,2.93,Low
DSPCreditRiskIDCWMonthlyPayoutDirectPlan_INF740K01OV8.xlsx,INF740K01OV8,DSP Credit Risk IDCW Monthly Payout Direct Plan,DSP_MF,Debt - Bonds,Credit Risk Fund,11.96,0.1415,1.34,2.16,3.05,6.05,Low
EdelweissAggressiveHybridIDCWPayoutDirectPlan_INF754K01CB6.xlsx,INF754K01CB6,Edelweiss Aggressive Hybrid IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,11.96,3.5979,16.91,14.57,12.38,12.84,Low
EdelweissGovernmentSecuritiesIDCWPayoutDirectPlan_INF843K01GU8.xlsx,INF843K01GU8,Edelweiss Government Securities IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Gilt Fund,5.58,1.4433,6.76,8.38,8.51,3.11,Low
EdelweissLargeCapIDCWReinvestDirectPlan_INF754K01BU8.xlsx,INF754K01BU8,Edelweiss Large Cap IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Large Cap Fund,11.96,4.308,17.53,15.72,13.25,16.24,Medium
DSPLargeMidCapIDCWPayoutDirectPlan_INF740K01PM4.xlsx,INF740K01PM4,DSP Large & Mid Cap IDCW Payout Direct Plan,DSP_MF,Equity,Large & Mid Cap fund,11.98,12.82,20.28,16.41,12.4,17.42,Medium
DSPNiftySDLPlusGSecJun20283070IndexIDCWPayoutDirectPlan_INF740KA1QW7.xlsx,INF740KA1QW7,DSP Nifty SDL Plus G Sec Jun 2028 30:70 Index IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Index Funds - Fixed Income,2.75,0.3412,3.05,7.84,8.86,1.28,Low
DSPFocusedIDCWPayoutDirectPlan_INF740K01OC8.xlsx,INF740K01OC8,DSP Focused IDCW Payout Direct Plan,DSP_MF,Equity,Focused Fund,11.98,4.8982,18.96,14.77,11.54,17.55,Medium
DSPStrategicBondIDCWPayoutDirectPlan_INF740K01QI0.xlsx,INF740K01QI0,DSP Strategic Bond IDCW Payout Direct Plan,DSP_MF,Debt - Bonds,Dynamic Bond,11.96,260.7653,16.08,8.44,8.75,3.79,Low
DSPQuantGrowthDirectPlan_INF740KA1NQ6.xlsx,INF740KA1NQ6,DSP Quant Growth Direct Plan,DSP_MF,Equity,Sectoral/Thematic,5.52,1.9464,11.7,15.68,13.12,16.97,Medium
DSPWorldMiningGrowthDirectPlan_INF740K01PF8.xlsx,INF740K01PF8,DSP World Mining Growth Direct Plan,DSP_MF,Equity,Fund of Funds,11.94,1.8178,16.32,7.16,6.21,26.27,High
EdelweissEquitySavingMonthlyIDCWPayoutDirectPlan_INF754K01IN8.xlsx,INF754K01IN8,Edelweiss Equity Saving Monthly IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Equity Savings,7.12,0.7711,5.53,5.99,5.68,5.51,Low
EdelweissCrisilPSUPlusSDL5050Oct2025IndexGrowthDirectPlan_INF754K01OG0.xlsx,INF754K01OG0,Edelweiss Crisil PSU Plus SDL50:50 Oct 2025 Index Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,2.77,0.2186,1.98,6.66,7.37,0.59,Low
EdelweissEmergingMarketsOpportunitiesEquityOffShoreGrowthDirectPlan_INF843K01IZ3.xlsx,INF843K01IZ3,Edelweiss Emerging Markets Opportunities Equity Off Shore Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Fund of Funds,8.05,1.3814,9.38,9.65,14.15,17.72,Medium
DSPEquitySavingGrowthDirectPlan_INF740KA1504.xlsx,INF740KA1504,DSP Equity Saving Growth Direct Plan,DSP_MF,Equity,Equity Savings,8.73,2.5975,16.06,12.46,12.11,6.01,Low
EdelweissGovernmentSecuritiesMonthlyIDCWPayoutDirectPlan_INF843K01GZ7.xlsx,INF843K01GZ7,Edelweiss Government Securities Monthly IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Gilt Fund,5.64,0.0492,0.3,-0.29,-1.13,4.46,Low
DSPNifty50EqualWeightIndexGrowthDirectPlan_INF740KA1CR7.xlsx,INF740KA1CR7,DSP Nifty 50 Equal Weight Index Growth Direct Plan,DSP_MF,Equity,Index Funds,7.17,2.3908,15.52,22.3,18.9,17.67,Medium
DSPShortTermIDCWWeeklyPayoutDirectPlan_INF740KA1PD9.xlsx,INF740KA1PD9,DSP Short Term IDCW Weekly Payout Direct Plan,DSP_MF,Debt - Bonds,Short Duration Fund,11.96,0.008,0.08,0.13,-0.03,1.83,Low
EdelweissCrisilPSUPlusSDL5050Oct2025IndexIDCWPayoutDirectPlan_INF754K01OH8.xlsx,INF754K01OH8,Edelweiss Crisil PSU Plus SDL50:50 Oct 2025 Index IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Index Funds - Fixed Income,2.77,0.214,1.94,6.66,7.37,0.59,Low
DSPQuantIDCWPayoutDirectPlan_INF740KA1NR4.xlsx,INF740KA1NR4,DSP Quant IDCW Payout Direct Plan,DSP_MF,Equity,Sectoral/Thematic,5.52,1.6092,10.14,8.65,4.94,17.77,Medium
EdelweissBankingPSUDebtGrowthDirectPlan_INF843K01FC8.xlsx,INF843K01FC8,Edelweiss Banking & PSU Debt Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Banking and PSU Fund,8.05,1.924,9.99,8.43,8.62,2.86,Low
DSPRegularSavingIDCWMonthlyPayoutDirectPlan_INF740K01NP2.xlsx,INF740K01NP2,DSP Regular Saving IDCW Monthly Payout Direct Plan,DSP_MF,Equity,Conservative Hybrid Fund,11.96,0.5949,4.68,4.68,4.98,4.79,Low
EdelweissEquitySavingIDCWReinvestDirectPlan_INF843K01KF1.xlsx,INF843K01KF1,Edelweiss Equity Saving IDCW Reinvest Direct Plan,EDELWEISSMUTUALFUND_MF,Equity,Equity Savings,8.07,1.6134,11.52,13.25,12.6,5.5,Low
EdelweissLiquidMonthlyIDCWPayoutDirectPlan_INF754K01GW3.xlsx,INF754K01GW3,Edelweiss Liquid Monthly IDCW Payout Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Liquid Fund,8.16,2.6189,0.26,-0.0,-0.07,2929.52,High
EdelweissOvernightGrowthDirectPlan_INF754K01JV9.xlsx,INF754K01JV9,Edelweiss Overnight Growth Direct Plan,EDELWEISSMUTUALFUND_MF,Debt - Bonds,Overnight Fund,5.58,5.602,0.49,6.38,6.46,0.07,Low
GrowwDynamicBondDailyIDCWReinvestDirectPlan_INF666M01EL3.xlsx,INF666M01EL3,Groww Dynamic Bond Daily IDCW Reinvest Direct Plan,GROWWMUTUALFUND_MF,Debt - Bonds,Dynamic Bond,6.03,1.3645,0.14,0.08,-0.29,1.56,Low
